time,roll,pitch,yaw,qw,qx,qy,qz,linear_accel_x,linear_accel_y,linear_accel_z,jerk_x,jerk_y,jerk_z,ekf_jerk_x,ekf_jerk_y,ekf_jerk_z
[0:03:54.400000],15.4766,-6.98069,-71.2509,-0.808888,-0.0741124,0.127297,0.569427,-0.0340714,-0.425332,0.0474839,-0.0660231,0.0127739,-0.00558523,-0.0868691,-0.0102176,0.000996742
[0:03:54.500000],15.3922,-6.98814,-70.6029,-0.812151,-0.0741954,0.126512,0.564929,-0.0305994,-0.439909,0.0433869,-0.0458202,0.00773865,-0.0149218,-0.0814599,-0.00785139,-0.00110092
[0:03:54.600000],15.3331,-6.89881,-69.8066,-0.816074,-0.0750982,0.125076,0.559449,-0.0325308,-0.450263,0.0434217,-0.0516696,0.0127388,-0.0269332,-0.0775343,-0.00513812,-0.00450496
[0:03:54.700000],15.2652,-6.78433,-69.1428,-0.81932,-0.075903,0.123501,0.554928,-0.0281665,-0.43088,0.0405022,-0.0864032,0.00792767,-0.0247777,-0.078703,-0.00341638,-0.00717639
[0:03:54.800000],15.2122,-6.65165,-68.3826,-0.822987,-0.076991,0.121798,0.549703,-0.0613893,-0.427501,0.0404872,-0.0878697,-0.00193852,-0.0227799,-0.0799109,-0.00322164,-0.00923253
[0:03:54.900000],15.1313,-6.61946,-67.7794,-0.825917,-0.077205,0.120777,0.545489,-0.0577183,-0.434832,0.032429,-0.097398,0.00802729,-0.0072362,-0.0822153,-0.00173932,-0.00896946
[0:03:55],14.9625,-6.53365,-67.1235,-0.829121,-0.0770879,0.118922,0.541034,-0.0734425,-0.437603,0.0362027,-0.0606757,-0.00857256,-0.0105676,-0.0793769,-0.00263976,-0.00918006
[0:03:55.100000],14.8917,-6.46222,-66.4556,-0.832293,-0.0776079,0.117626,0.536353,-0.07611,-0.44152,0.0366046,-0.0321717,-0.0111009,0.00285178,-0.0731565,-0.00375472,-0.00759457
[0:03:55.200000],14.787,-6.3,-65.6778,-0.835952,-0.0784089,0.115439,0.530994,-0.0719536,-0.430384,0.033211,-0.0275124,0.0345062,0.00655253,-0.0671418,0.00128709,-0.00573035
[0:03:55.300000],14.6304,-6.2034,-65.0194,-0.839077,-0.078378,0.113567,0.526453,-0.0783343,-0.435798,0.0422319,-0.0450922,0.042557,0.00693483,-0.0642362,0.00672541,-0.0040614
[0:03:55.400000],14.6556,-6.03875,-64.3468,-0.842102,-0.0799945,0.112021,0.52169,-0.0759042,-0.427633,0.0299,-0.0364806,0.0227401,0.00852668,-0.0605787,0.00883573,-0.00240261
[0:03:55.500000],14.5332,-5.81499,-63.7163,-0.844999,-0.0807386,0.10939,0.517431,-0.0938093,-0.423175,0.0432572,-0.0354155,-0.0114975,0.0133924,-0.0572628,0.00615633,-0.00032124
[0:03:55.600000],14.4535,-5.58822,-63.0712,-0.847909,-0.0817994,0.106913,0.513004,-0.100491,-0.418394,0.0359377,-0.046499,-0.0143876,-0.000224324,-0.0558444,0.00344916,-0.000308469
[0:03:55.700000],14.3441,-5.50225,-62.2945,-0.851427,-0.0820974,0.105238,0.507446,-0.0895983,-0.438134,0.0389863,-0.0596098,0.000597337,-0.0116846,-0.0563406,0.00307336,-0.00180756
[0:03:55.800000],14.3377,-5.42104,-61.6408,-0.854295,-0.0830121,0.104139,0.50268,-0.0967933,-0.436228,0.0424306,-0.0750012,-0.0181861,-0.0148983,-0.0587996,0.000271906,-0.00353258
[0:03:55.900000],14.2919,-5.23863,-61.0021,-0.857079,-0.0840575,0.102121,0.498161,-0.105037,-0.433944,0.0337075,-0.065055,0.0093867,-0.026802,-0.0596239,0.001473,-0.0065989
[0:03:56],14.2142,-5.06204,-60.2515,-0.860345,-0.084915,0.0999177,0.492804,-0.128212,-0.415613,0.0272471,-0.0791764,0.0169884,-0.0185808,-0.0622004,0.00351753,-0.00817782
[0:03:56.100000],14.237,-4.97053,-59.5928,-0.863127,-0.0860564,0.09884,0.487935,-0.129673,-0.428238,0.032824,-0.0623571,0.0141488,-0.0278298,-0.0622211,0.00491846,-0.0107674
[0:03:56.200000],14.2124,-4.7604,-58.9795,-0.8657,-0.0873015,0.096697,0.483566,-0.127911,-0.438337,0.0297323,-0.0476126,0.000629747,-0.00802593,-0.060296,0.00435332,-0.0104062
[0:03:56.300000],14.1881,-4.64881,-58.3106,-0.868502,-0.088155,0.0952436,0.478649,-0.125909,-0.415262,0.0293518,-0.0401673,0.00288301,0.00803454,-0.0576436,0.00415957,-0.00797616
[0:03:56.400000],14.1734,-4.47885,-57.5807,-0.871508,-0.0893622,0.0933342,0.473309,-0.142544,-0.434419,0.0259476,-0.0412676,-0.00625139,0.00339524,-0.0554857,0.00278767,-0.0064777
[0:03:56.500000],14.2125,-4.28157,-56.9557,-0.874001,-0.0909891,0.0915089,0.468736,-0.140027,-0.425378,0.0261039,-0.0512221,0.0221995,-0.00880639,-0.0549238,0.00534566,-0.00678456
[0:03:56.600000],14.2277,-4.09759,-56.2333,-0.876884,-0.0924366,0.0895941,0.463408,-0.158736,-0.418062,0.036988,-0.0738807,0.0143252,0.00204769,-0.0574219,0.00652893,-0.0056207
[0:03:56.700000],14.224,-3.91762,-55.5282,-0.879679,-0.0936888,0.0876338,0.458204,-0.150964,-0.42495,0.0283366,-0.0729367,0.023032,0.0103688,-0.0594663,0.00870361,-0.00351369
[0:03:56.800000],14.2433,-3.84548,-54.9779,-0.881836,-0.0945474,0.0867068,0.454039,-0.158802,-0.428043,0.0256521,-0.0624195,0.0582036,0.0179778,-0.0598555,0.0152264,-0.000681671
[0:03:56.900000],14.338,-3.77413,-54.2512,-0.884601,-0.0961103,0.085928,0.448446,-0.167569,-0.405554,0.0273213,-0.0745364,0.0375416,0.00829235,-0.0617901,0.018167,0.000500876
[0:03:57],14.3052,-3.45202,-53.6685,-0.886818,-0.0975596,0.0828287,0.444319,-0.190218,-0.413327,0.0389217,-0.0528406,0.0397634,0.00658311,-0.0606107,0.0210129,0.00130236
[0:03:57.100000],14.365,-3.25627,-53.0843,-0.888969,-0.0992068,0.081047,0.439963,-0.175882,-0.399982,0.0364225,-0.0363435,0.0399212,-0.00215684,-0.0574129,0.0235045,0.000846526
[0:03:57.200000],14.375,-3.04828,-52.4744,-0.891233,-0.100516,0.0789442,0.435444,-0.182511,-0.402092,0.0327326,-0.00186849,0.00274871,-0.0106508,-0.0500936,0.0207694,-0.00066853
[0:03:57.300000],14.4761,-2.8677,-51.8677,-0.893386,-0.102408,0.0773879,0.430847,-0.190716,-0.411347,0.02569,-0.0250292,-0.0189234,-0.0196834,-0.0467907,0.0155389,-0.00317421
[0:03:57.400000],14.5161,-2.76326,-51.2078,-0.895786,-0.103558,0.0761317,0.425783,-0.179252,-0.400387,0.0304161,-0.0300159,-0.00159441,-0.017083,-0.0445802,0.0132812,-0.00500703
[0:03:57.500000],14.4805,-2.689,-50.5828,-0.898106,-0.103969,0.0748551,0.420995,-0.187906,-0.403159,0.024525,-0.0699098,-0.00668198,0.0139325,-0.047918,0.0106506,-0.00251129
[0:03:57.600000],14.4201,-2.56951,-50.0422,-0.900103,-0.104286,0.0732081,0.416922,-0.200044,-0.414796,0.0365602,-0.0869862,0.000197898,0.0187609,-0.0530662,0.00927316,0.000291835
[0:03:57.700000],14.4887,-2.36638,-49.4311,-0.902191,-0.105955,0.0713029,0.412292,-0.220489,-0.401955,0.0274941,-0.097557,0.0290065,0.0145253,-0.058929,0.0118735,0.00216745
[0:03:57.800000],14.6033,-2.26644,-48.7675,-0.904427,-0.107629,0.0703085,0.407098,-0.202083,-0.398293,0.0331767,-0.0674928,0.0285267,0.00749273,-0.0600575,0.014068,0.00286918
[0:03:57.900000],14.6005,-2.09628,-48.2042,-0.906368,-0.108556,0.0684262,0.402834,-0.233417,-0.404805,0.0404408,-0.0340554,0.0262968,0.00364882,-0.0566311,0.0156794,0.00297192
[0:03:58],14.5501,-1.81341,-47.6364,-0.908312,-0.109487,0.065475,0.39867,-0.231779,-0.39832,0.0288261,0.000522576,0.00863741,0.00278794,-0.0490997,0.0147515,0.00294768
[0:03:58.100000],14.637,-1.74757,-47.0205,-0.910337,-0.110756,0.064662,0.393805,-0.221048,-0.380325,0.0341167,-0.00562869,0.0192741,0.0175424,-0.0433713,0.0153474,0.00487089
[0:03:58.200000],14.6957,-1.66404,-46.5095,-0.912,-0.111797,0.0637038,0.3898,-0.216295,-0.404277,0.0365928,-0.0423278,0.0190263,0.0111935,-0.0432338,0.0158322,0.00570405
[0:03:58.300000],14.6965,-1.57946,-45.9707,-0.913794,-0.112388,0.0625067,0.385598,-0.235937,-0.398806,0.0357015,-0.0360443,0.0399277,0.00115547,-0.0422864,0.0190074,0.00510466
[0:03:58.400000],14.7683,-1.52549,-45.3976,-0.915623,-0.113454,0.0617522,0.381043,-0.226939,-0.386353,0.0419768,-0.0745357,0.027349,0.0100534,-0.046536,0.0201066,0.00575678
[0:03:58.500000],14.8568,-1.42156,-44.8217,-0.917404,-0.114816,0.0606414,0.376503,-0.254179,-0.370402,0.0390915,-0.0782358,0.0473757,-0.0175091,-0.0507133,0.0237,0.00269092
[0:03:58.600000],14.9148,-1.31956,-44.2621,-0.919139,-0.115909,0.0594513,0.3721,-0.256427,-0.391594,0.0331453,-0.0489058,0.061822,-0.0149799,-0.0504751,0.0287235,0.000362364
[0:03:58.700000],14.909,-1.20298,-43.7652,-0.92071,-0.116496,0.0579942,0.368241,-0.244505,-0.365201,0.0294755,-0.0311139,0.0251854,-0.0130865,-0.0479238,0.0282572,-0.00140986
[0:03:58.800000],14.9375,-1.05233,-43.2636,-0.922233,-0.11746,0.0563635,0.364358,-0.260858,-0.381747,0.0417606,-0.038837,0.0214757,-0.00569725,-0.0467264,0.0273636,-0.00197483
[0:03:58.900000],15.0944,-0.841103,-42.7476,-0.923628,-0.119645,0.0546264,0.360355,-0.260895,-0.359384,0.0251991,-0.0257633,0.0296441,0.0193267,-0.043964,0.0276641,0.00083217
[0:03:59],15.1796,-0.708047,-42.088,-0.925549,-0.12106,0.0531271,0.35514,-0.259062,-0.367968,0.0401441,-0.0215167,0.0464517,0.023002,-0.041006,0.0301398,0.00375359
[0:03:59.100000],15.2867,-0.664025,-41.4636,-0.927341,-0.122349,0.0524381,0.350092,-0.270622,-0.368066,0.0348279,0.00251631,0.0064083,0.00914873,-0.0352709,0.0270126,0.00446453
[0:03:59.200000],15.416,-0.448879,-40.9533,-0.928672,-0.12428,0.0505405,0.34614,-0.269492,-0.356578,0.0401507,0.0152001,0.0362361,-0.00841473,-0.0286201,0.0282281,0.00276738
[0:03:59.300000],15.4361,-0.262315,-40.3726,-0.930321,-0.125255,0.0484563,0.341628,-0.260743,-0.356984,0.0436429,-0.00937233,0.0210275,-0.00428047,-0.0260837,0.0272792,0.00183865
[0:03:59.400000],15.6057,-0.126723,-39.8375,-0.931666,-0.127259,0.0472681,0.337362,-0.254348,-0.353186,0.0330747,-0.0435797,0.033567,-0.00239558,-0.0283892,0.0281078,0.00128069
[0:03:59.500000],15.5643,-0.0956428,-39.3443,-0.933143,-0.127214,0.0463463,0.3334,-0.268088,-0.364268,0.0314755,-0.0978051,-0.0980434,0.00751984,-0.0375365,0.0114843,0.00210285
[0:03:59.600000],15.5861,-0.00346675,-38.9082,-0.934345,-0.127832,0.0451734,0.329942,-0.282348,-0.335766,0.0349337,-0.0586029,0.0190843,0.00882476,-0.0403125,0.0124858,0.00298862
[0:03:59.700000],15.7438,0.0973435,-38.3583,-0.9357,-0.129622,0.0441845,0.325508,-0.286753,-0.355263,0.0451994,0.0265743,0.223955,0.0158359,-0.0314985,0.040352,0.00468157
[0:03:59.800000],15.9008,0.165372,-37.7481,-0.937214,-0.131329,0.0433762,0.320539,-0.292219,-0.346972,0.0468639,0.130986,0.416313,0.0120273,-0.0100872,0.089894,0.00564955
[0:03:59.900000],15.9846,0.202065,-37.2165,-0.938579,-0.132316,0.0426973,0.316199,-0.276014,-0.345997,0.0335351,0.193122,0.513081,0.00753236,0.0166906,0.145659,0.00589765
[0:04:00],16.0106,-0.030493,-37.1992,-0.938688,-0.131894,0.0446536,0.31578,-0.208052,-0.14099,0.0423218,0.187035,0.498117,-0.00321174,0.0391376,0.192104,0.00469727
[0:04:00.100000],16.1054,-0.438886,-37.13,-0.938922,-0.131574,0.0481791,0.314701,-0.218842,-0.150751,0.0405486,0.114375,0.430078,-0.00458958,0.049052,0.223463,0.0034735
[0:04:00.200000],16.0863,-0.828544,-37.0699,-0.939242,-0.130371,0.051249,0.31376,-0.214961,-0.142904,0.0415664,0.0102715,0.217274,0.00720086,0.0439418,0.222647,0.00396467
[0:04:00.300000],16.1776,-1.04537,-37.0799,-0.93918,-0.130516,0.0532855,0.313544,-0.224421,-0.150947,0.0482942,-0.0614555,0.00468712,0.0105054,0.0300531,0.193926,0.00482657
[0:04:00.400000],16.2683,-1.41885,-37.0167,-0.939363,-0.13026,0.0565187,0.312535,-0.226543,-0.136436,0.0361141,-0.0636692,-0.105829,-0.00844013,0.0177029,0.154426,0.00307836
[0:04:00.500000],16.2429,-1.69374,-36.9204,-0.939731,-0.129344,0.058591,0.311427,-0.23787,-0.126576,0.0416696,0.00506404,0.0262824,-0.00671379,0.0160374,0.13754,0.001788
[0:04:00.600000],16.2268,-1.94474,-36.7728,-0.940214,-0.128599,0.0604366,0.30992,-0.234558,-0.15117,0.044288,0.027391,0.0449615,-0.000510078,0.0175335,0.12534,0.00148517
[0:04:00.700000],16.153,-2.33676,-36.6493,-0.940721,-0.126986,0.0633107,0.30847,-0.216737,-0.13967,0.0419776,0.0432184,0.0369779,0.00351102,0.0209181,0.113696,0.00175213
[0:04:00.800000],16.1485,-2.70137,-36.6076,-0.940913,-0.125974,0.0662392,0.307685,-0.219005,-0.123952,0.037097,0.0269902,0.0293186,0.00760048,0.0217183,0.102578,0.00252279
[0:04:00.900000],16.1465,-3.02152,-36.4693,-0.941342,-0.125163,0.068705,0.306157,-0.219886,-0.11786,0.0434591,-0.0142718,0.0545836,-0.00861012,0.0169757,0.0962532,0.00105576
[0:04:01],16.2515,-3.30252,-36.3506,-0.941588,-0.125331,0.0711571,0.304768,-0.219961,-0.115879,0.0462433,-0.0540042,0.037326,0.00514839,0.00762236,0.0884881,0.00159506
[0:04:01.100000],16.2071,-3.49719,-36.3018,-0.941794,-0.124466,0.072581,0.304152,-0.229213,-0.134734,0.0393849,-0.0613884,0.000308726,0.00249972,-0.00147149,0.0768683,0.00171427
[0:04:01.200000],16.2981,-3.78048,-36.1837,-0.942042,-0.124518,0.0750146,0.302767,-0.236649,-0.112546,0.0406781,-0.0360016,-0.0166215,-0.00671578,-0.00602169,0.0645487,0.000603407
[0:04:01.300000],16.2145,-4.01233,-36.0115,-0.94261,-0.123316,0.0765085,0.301113,-0.243921,-0.111622,0.0404131,0.0100755,-0.00949323,0.000510451,-0.00390049,0.0547919,0.000591158
[0:04:01.400000],16.1091,-4.2441,-35.9131,-0.943,-0.121887,0.0780266,0.300082,-0.233552,-0.130712,0.0479334,0.0184709,-0.0102599,-0.00125593,-0.000952511,0.0462197,0.000347759
[0:04:01.500000],16.104,-4.55817,-35.7671,-0.943406,-0.121098,0.0804341,0.298488,-0.231205,-0.118365,0.0356175,0.0320115,-0.00931571,0.00759027,0.00339131,0.0389016,0.00130214
[0:04:01.600000],16.0527,-4.82131,-35.6421,-0.943794,-0.120056,0.0823275,0.297161,-0.225955,-0.129061,0.042384,0.0142283,-0.0183725,0.00168672,0.00481935,0.0313543,0.00135282
[0:04:01.700000],16.0171,-5.27898,-35.4941,-0.944218,-0.118642,0.0858357,0.295385,-0.219141,-0.119116,0.0486256,-0.0313152,0.0384028,0.00158126,5.77346e-05,0.0322831,0.00138292
[0:04:01.800000],15.9144,-5.60175,-35.4233,-0.944498,-0.116983,0.0881467,0.294467,-0.246478,-0.122747,0.0352823,-0.031121,0.0494563,0.0101347,-0.00405082,0.0345461,0.00253618
[0:04:01.900000],15.7665,-5.84222,-35.2938,-0.944969,-0.115221,0.0896097,0.293208,-0.229231,-0.113632,0.0493879,-0.0178722,0.0638865,0.00694145,-0.00587212,0.0384124,0.00311668
[0:04:02],15.6138,-6.03722,-35.2383,-0.94525,-0.113485,0.0907648,0.292623,-0.243297,-0.108239,0.041747,0.00159427,0.0836026,0.00419083,-0.00488824,0.0443673,0.00325823
[0:04:02.100000],15.4638,-6.37235,-35.0435,-0.945863,-0.11151,0.0929436,0.290713,-0.243863,-0.0899366,0.0450763,0.0273879,0.0456844,0.00307305,-0.000635068,0.0445409,0.00323383
[0:04:02.200000],15.4125,-6.72124,-34.8945,-0.946248,-0.110282,0.0955354,0.289084,-0.217076,-0.103176,0.0476454,0.0177585,0.0385172,-0.0120106,0.00178873,0.0437471,0.001225
[0:04:02.300000],15.2698,-7.03332,-34.7045,-0.946816,-0.108437,0.0975594,0.287241,-0.23585,-0.0787682,0.0391974,0.00484244,0.0374888,-0.0135225,0.00219113,0.0429224,-0.000718339
[0:04:02.400000],15.2376,-7.34417,-34.4821,-0.947347,-0.107543,0.0998245,0.285038,-0.230002,-0.092395,0.0492879,0.00192612,0.0391099,0.00119056,0.00215621,0.04242,-0.000466795
[0:04:02.500000],15.1043,-7.67514,-34.2574,-0.947961,-0.105772,0.102007,0.282878,-0.232677,-0.0981508,0.0349472,-0.0209851,0.0346195,-0.0159014,-0.000893225,0.0413921,-0.00250069
[0:04:02.600000],15.0932,-7.88852,-34.055,-0.948421,-0.105304,0.103549,0.280944,-0.242227,-0.0696349,0.0372761,-0.0044095,0.0399283,-0.0022138,-0.00135658,0.0411992,-0.00246288
[0:04:02.700000],15.0256,-8.20339,-33.8541,-0.948896,-0.104111,0.105791,0.278943,-0.221362,-0.0681238,0.0524246,0.0378272,0.0306697,0.0110673,0.00380684,0.0398117,-0.000679947
[0:04:02.800000],14.9024,-8.51404,-33.7501,-0.949174,-0.102384,0.107956,0.277803,-0.239177,-0.0771571,0.0381719,0.0192951,0.0532353,0.00765076,0.0058478,0.0415806,0.000417828
[0:04:02.900000],14.7067,-8.8958,-33.6211,-0.949543,-0.0999011,0.110512,0.276439,-0.227636,-0.0744898,0.0352929,0.0136111,0.0207622,0.019953,0.0068708,0.0388373,0.00299207
[0:04:03],14.5728,-9.19968,-33.4693,-0.949923,-0.0981573,0.112561,0.274929,-0.218347,-0.0660642,0.0529724,-0.0258937,0.0170975,0.00134064,0.00255328,0.0359725,0.00277445
[0:04:03.100000],14.5332,-9.59654,-33.2146,-0.95042,-0.0970659,0.115519,0.272358,-0.227195,-0.0593214,0.0457782,-0.0296855,0.0268572,0.00700208,-0.00169497,0.0347713,0.00333155
[0:04:03.200000],14.4869,-9.94548,-33.0786,-0.950644,-0.0959317,0.11817,0.270836,-0.241376,-0.0578043,0.0431004,-0.0141806,0.0317294,0.0146453,-0.00334026,0.0343705,0.00482242
[0:04:03.300000],14.267,-10.2322,-32.9716,-0.950957,-0.0934888,0.119925,0.269817,-0.236537,-0.0676578,0.0486261,-0.0222092,0.021574,-0.0131032,-0.00582671,0.0326842,0.00246027
[0:04:03.400000],14.1496,-10.5819,-32.7061,-0.951518,-0.0919101,0.122318,0.267299,-0.24486,-0.0514565,0.0422416,-0.00289002,0.0245128,-0.0101973,-0.00543973,0.0316074,0.000792333
[0:04:03.500000],14.0806,-10.9445,-32.4691,-0.951949,-0.090681,0.124959,0.264951,-0.220986,-0.0614345,0.0493858,-0.000208506,0.0148156,0.00425492,-0.00475039,0.0293947,0.00124861
[0:04:03.600000],14.0351,-11.2805,-32.3423,-0.952106,-0.0896016,0.127526,0.263527,-0.238642,-0.0439858,0.0421144,-0.00636352,0.0284841,0.00124218,-0.00496296,0.0292747,0.00124777
[0:04:03.700000],13.8511,-11.6364,-32.1042,-0.952602,-0.0874538,0.129857,0.261309,-0.238382,-0.0506451,0.0409662,-0.0125681,0.0102338,-0.00166675,-0.00596512,0.0267656,0.000863707
[0:04:03.800000],13.7621,-11.9778,-31.8412,-0.953072,-0.0861688,0.132274,0.258798,-0.240614,-0.0489377,0.0521634,0.00520817,0.010454,0.00251788,-0.00449277,0.0246161,0.00108168
[0:04:03.900000],13.5299,-12.2861,-31.5724,-0.953663,-0.0837917,0.134099,0.25645,-0.244409,-0.0550744,0.0425617,0.0128186,0.0337256,-0.00759389,-0.00221157,0.0258165,-6.15344e-05
[0:04:04],13.3119,-12.5746,-31.3604,-0.954112,-0.0815232,0.135843,0.254587,-0.230466,-0.0357065,0.0456219,0.0355895,0.0398629,0.00224173,0.00276964,0.0276675,0.000241977
[0:04:04.100000],13.0831,-12.9317,-31.048,-0.954727,-0.0791253,0.138071,0.251824,-0.229588,-0.0493609,0.0436917,-0.00373938,0.0541839,0.0101752,0.00191192,0.0311617,0.00155092
[0:04:04.200000],12.9161,-13.3207,-30.7799,-0.955157,-0.0771253,0.140741,0.249323,-0.228692,-0.0237266,0.0455925,-0.00470612,0.059587,0.0113287,0.00103983,0.0349074,0.00283938
[0:04:04.300000],12.7628,-13.5656,-30.5627,-0.955553,-0.0755312,0.14229,0.247407,-0.237122,-0.0274997,0.0449469,-0.0161218,0.0566311,0.0309406,-0.00122164,0.03777,0.0065424
[0:04:04.400000],12.6016,-13.8519,-30.2319,-0.956154,-0.0739222,0.144099,0.244508,-0.240268,-0.0249393,0.0552059,-0.0309708,0.0372542,0.0147728,-0.00514181,0.0377021,0.00762695
[0:04:04.500000],12.4268,-14.1297,-30.0497,-0.956438,-0.072041,0.145913,0.242879,-0.246804,-0.0222213,0.0555255,-0.0262341,0.0488122,0.0198397,-0.00792124,0.0391661,0.00923629
[0:04:04.600000],12.2931,-14.5682,-29.742,-0.956815,-0.0702984,0.149073,0.239966,-0.225897,-0.00849915,0.0482875,0.00365565,0.00760938,0.00622213,-0.0063957,0.0350077,0.0088391
[0:04:04.700000],12.1568,-14.7872,-29.4023,-0.957422,-0.0690986,0.150398,0.23705,-0.243999,-0.0153844,0.0580245,0.0390993,0.0205709,-0.00586278,-0.000400625,0.0331053,0.00690177
[0:04:04.800000],11.8797,-15.0405,-29.1577,-0.957872,-0.0665256,0.151784,0.235078,-0.244732,-0.0146652,0.0482765,0.023699,-0.00426099,-0.012752,0.00277509,0.0281814,0.0043119
[0:04:04.900000],11.7802,-15.256,-28.9275,-0.958209,-0.0655111,0.153236,0.233038,-0.235666,-0.0073911,0.0601861,0.0213867,-0.00668949,0.0116149,0.00522763,0.0235863,0.00527425
[0:04:05],11.5869,-15.5333,-28.7088,-0.958509,-0.0635631,0.155024,0.231153,-0.2172,-0.0257346,0.0476017,0.0193222,-0.00587259,0.0106679,0.00708493,0.0197044,0.00598499
[0:04:05.100000],11.4771,-15.7992,-28.4748,-0.958791,-0.0623679,0.156883,0.229043,-0.226734,-0.0047552,0.0528551,0.0141122,0.0156684,0.00859176,0.00801094,0.0191725,0.0063285
[0:04:05.200000],11.2551,-16.1077,-28.2047,-0.959151,-0.0601971,0.158861,0.226743,-0.244608,-0.0193656,0.0577217,-0.0183423,0.0133804,0.0234969,0.00453826,0.0184093,0.00859085
[0:04:05.300000],11.0927,-16.3977,-27.8618,-0.959623,-0.0586786,0.160774,0.223776,-0.223648,-0.00476378,0.0655422,-0.0263494,0.0415079,0.0143318,0.000468063,0.0214531,0.00934736
[0:04:05.400000],10.8893,-16.6825,-27.5297,-0.960081,-0.0568248,0.162581,0.220968,-0.231343,-0.00872178,0.0524879,-0.00107204,0.0537764,0.0208916,0.000265118,0.0257125,0.0108686
[0:04:05.500000],10.7397,-17.0184,-27.3264,-0.960194,-0.0551393,0.164988,0.219112,-0.240188,0.00119153,0.0632704,0.0286295,0.0661816,0.00596797,0.00400282,0.0310453,0.0102228
[0:04:05.600000],10.4653,-17.404,-27.1091,-0.960321,-0.0523312,0.167573,0.217273,-0.229528,0.00208721,0.0651187,0.0304855,0.0594581,0.0179515,0.00749256,0.0347894,0.0112412
[0:04:05.700000],10.2416,-17.6692,-26.7516,-0.960801,-0.0504205,0.169199,0.214323,-0.226311,0.0218084,0.0603892,-0.00907568,0.029316,0.0162533,0.00530929,0.0340681,0.0119017
[0:04:05.800000],9.99701,-17.9598,-26.4028,-0.961225,-0.0482801,0.171015,0.211456,-0.22168,0.0125327,0.0672447,-0.00222885,0.0465252,0.0115096,0.00431596,0.0357096,0.01185
[0:04:05.900000],9.78358,-18.2422,-26.1694,-0.961413,-0.0462565,0.172881,0.209527,-0.228502,0.0267818,0.0671076,-0.00161542,0.0221927,0.00718147,0.00353435,0.0339284,0.0112348
[0:04:06],9.51218,-18.5806,-25.8091,-0.96177,-0.043835,0.175067,0.206572,-0.230076,0.00338794,0.0720381,0.00359914,0.0156877,0.0083103,0.00354289,0.0315248,0.0108495
[0:04:06.100000],9.26284,-18.8696,-25.5706,-0.961938,-0.041525,0.176941,0.204664,-0.24352,0.0274327,0.0607559,0.0164908,0.00610317,0.00468521,0.00524909,0.0281749,0.0100372
[0:04:06.200000],9.09152,-19.2026,-25.3131,-0.962039,-0.0398209,0.179324,0.20244,-0.218925,0.0365679,0.0683408,-0.000691255,0.00576456,-0.00977783,0.00446631,0.0252218,0.00742606
[0:04:06.300000],8.81147,-19.4643,-25.0088,-0.962333,-0.0374304,0.180913,0.20007,-0.216643,0.0134052,0.0750989,0.00856608,0.0100779,0.00568434,0.00500655,0.0232262,0.00719655
[0:04:06.400000],8.54629,-19.7754,-24.647,-0.962637,-0.0351706,0.182936,0.197156,-0.223832,0.0267179,0.0628146,0.0037629,0.0433264,0.00916667,0.00484267,0.0258749,0.00745616
[0:04:06.500000],8.23892,-19.9908,-24.1752,-0.963245,-0.0329302,0.184071,0.193485,-0.233836,0.024449,0.0684079,-0.012079,0.0313742,0.00208245,0.00261282,0.0265995,0.00674804
[0:04:06.600000],7.85741,-20.2118,-23.8301,-0.963628,-0.0298625,0.185185,0.190998,-0.238131,0.0296665,0.0668319,-0.00932098,0.054898,-0.00130366,0.00104025,0.0303286,0.00568703
[0:04:06.700000],7.59675,-20.5402,-23.4532,-0.96386,-0.0276738,0.187407,0.187962,-0.213718,0.0498468,0.0777563,0.0264836,0.0465129,0.00300758,0.00439304,0.0324612,0.00533395
[0:04:06.800000],7.38182,-20.8401,-23.0682,-0.964111,-0.0259512,0.189477,0.184819,-0.22478,0.0497221,0.0660711,0.0447554,0.0272805,0.0193566,0.00971176,0.0317786,0.00718178
[0:04:06.900000],6.93195,-21.1525,-22.6637,-0.964401,-0.0222782,0.191288,0.181901,-0.226086,0.036914,0.0665456,0.0228034,0.0220676,0.0113702,0.0114369,0.0304989,0.0077337
[0:04:07],6.63637,-21.527,-22.2789,-0.964505,-0.019778,0.19389,0.178856,-0.21185,0.046178,0.0785329,-0.0125971,0.0371426,0.0317338,0.00826984,0.0313744,0.0108963
[0:04:07.100000],6.25329,-21.8748,-21.8828,-0.964651,-0.016627,0.196148,0.1759,-0.219077,0.0479641,0.0724972,-0.018838,0.0548228,0.0274408,0.00469772,0.0344643,0.0130764
[0:04:07.200000],5.89474,-22.1364,-21.49,-0.964892,-0.0138407,0.197743,0.173012,-0.219341,0.0658165,0.0846308,0.00401281,0.0671091,0.0241515,0.00460746,0.038766,0.0145359
[0:04:07.300000],5.52424,-22.4393,-21.0424,-0.965124,-0.0109946,0.199682,0.169664,-0.231008,0.0615326,0.079072,0.00641859,0.0775979,0.0122878,0.00484612,0.0438831,0.0142396
[0:04:07.400000],5.22784,-22.7287,-20.6361,-0.965281,-0.0087399,0.20164,0.166559,-0.223098,0.0826443,0.0887955,0.00661033,0.0523692,0.0144396,0.0050786,0.0450013,0.014266
[0:04:07.500000],4.92797,-22.9792,-20.1743,-0.965556,-0.00663197,0.203282,0.163029,-0.212113,0.0712411,0.0748008,0.00160928,0.0397651,0.0155177,0.00462143,0.0443113,0.0144309
